MASV,HOTEN,PHAI,NGSINH,DCHI,DT,KHOA,TINHTRANG
"20A941777","Bùi Anh Nam","0","2007-01-24","Q.3, TP.HCM","0365045192","VATLY","Bảo lưu kết quả học tập"
"20A354697","Nguyễn Gia Dũng","0","2001-11-22","TP. Thủ Đức","0140095077","KHKT","Đã tốt nghiệp"
"20A793274","Nguyễn Hữu Vy","1","2000-09-15","TP. Cần Thơ","0835854818","KHKT","Đang học"
"20A228887","Đặng Anh Tú","1","2000-05-24","TP. Thủ Đức","0922372773","CNTT","Đã thôi học"
"20A798309","Đặng Anh Tú","1","2005-08-19","TP. Cần Thơ","0497451697","CNTT","Bảo lưu kết quả học tập"
"20A426519","Phan Thị Bình","0","2006-11-30","TP. Biên Hòa","0157641874","SINH","Bảo lưu kết quả học tập"
"20A690469","Hoàng Minh Tú","0","2002-08-22","TP. Biên Hòa","0280954684","VATLY","Bảo lưu kết quả học tập"
"20A525329","Hoàng Văn Dũng","0","2003-09-13","TP. Cần Thơ","0565135507","TOAN","Bảo lưu kết quả học tập"
"20A107239","Phan Anh Dũng","0","2002-06-11","TP. Vũng Tàu","0713559861","HOA","Đã tốt nghiệp"
"20A286751","Trần Anh Tú","0","2003-02-06","Q.5, TP.HCM","0903202150","TOAN","Đã thôi học"
"20A298953","Hoàng Ngọc Tú","1","2000-09-07","TP. Đà Nẵng","0734605367","HOA","Đã tốt nghiệp"
"20A961206","Đặng Ngọc Linh","0","2006-01-27","Q.3, TP.HCM","0725329735","TOAN","Đã tốt nghiệp"
"20A255797","Phạm Văn Tú","0","2001-07-30","TP. Vũng Tàu","0652173444","HOA","Bảo lưu kết quả học tập"
"20A546661","Nguyễn Anh Dũng","1","2000-08-04","TP. Cần Thơ","0131345538","SINH","Đang học"
"20A160897","Phan Minh Hà","1","2001-12-10","Q.3, TP.HCM","0299445789","KHKT","Đã thôi học"
"20A836317","Phạm Gia Nam","0","2002-11-14","TP. Cần Thơ","0100186101","TOAN","Bảo lưu kết quả học tập"
"20A494043","Phạm Văn Vy","0","2006-12-28","TP. Đà Nẵng","0762363087","HOA","Đã thôi học"
"20A109278","Trần Văn Quân","0","2005-10-11","TP. Đà Nẵng","0190715434","CNTT","Đang học"
"20A722508","Phạm Hữu An","1","2005-06-19","TP. Đà Nẵng","0202235394","CNTT","Đang học"
"20A124644","Phạm Anh Dũng","1","2006-02-12","Q.5, TP.HCM","0652074585","CNTT","Đang học"
"20A949873","Hoàng Thị An","1","2004-10-12","TP. Hà Nội","0927626880","VATLY","Đã thôi học"
"20A661995","Nguyễn Thị An","1","2001-03-31","TP. Thủ Đức","0300627957","CNTT","Đang học"
"20A440151","Vũ Minh Nam","1","2001-02-23","Q.3, TP.HCM","0611031859","VATLY","Đã tốt nghiệp"
"20A522792","Trần Anh Vy","0","2006-02-14","Q.3, TP.HCM","0205741021","KHKT","Đang học"
"20A540759","Bùi Minh Hà","1","2001-06-20","TP. Cần Thơ","0969975782","CNTT","Đã thôi học"
"20A512616","Phạm Thị Châu","1","2005-09-08","TP. Đà Nẵng","0399075750","VATLY","Đã tốt nghiệp"
"20A690386","Vũ Minh Bình","0","2003-01-25","TP. Đà Nẵng","0509785254","KHKT","Đã thôi học"
"20A743893","Bùi Ngọc Dũng","1","2001-10-17","TP. Đà Nẵng","0653591589","KHKT","Bảo lưu kết quả học tập"
"20A454723","Bùi Thị Quân","1","2004-01-26","Q.3, TP.HCM","0202319574","CNTT","Đang học"
"20A354321","Hoàng Gia Hà","1","2003-02-27","Q.10, TP.HCM","0269218399","CNTT","Bảo lưu kết quả học tập"
"20A900511","Phạm Hữu Bình","1","2006-01-14","TP. Thủ Đức","0443620581","CNTT","Bảo lưu kết quả học tập"
"20A322495","Trần Văn Nam","1","2003-08-03","TP. Biên Hòa","0384245703","TOAN","Đã thôi học"
"20A448141","Bùi Hữu Linh","1","2002-01-21","TP. Vũng Tàu","0403924421","SINH","Bảo lưu kết quả học tập"
"20A438113","Vũ Gia Phúc","1","2003-12-30","Q.1, TP.HCM","0398547641","CNTT","Đã thôi học"
"20A143537","Bùi Anh Hà","1","2004-05-19","Q.1, TP.HCM","0565446370","CNTT","Đang học"
"20A678123","Phạm Anh Vy","1","2001-05-29","Q.10, TP.HCM","0730905302","SINH","Đã tốt nghiệp"
"20A821317","Nguyễn Ngọc Linh","0","2005-04-23","TP. Hà Nội","0319070188","CNTT","Bảo lưu kết quả học tập"
"20A379517","Nguyễn Minh Linh","1","2001-07-23","Q.1, TP.HCM","0763720831","KHKT","Đã thôi học"
"20A458101","Phan Thị Tú","0","2003-03-17","TP. Cần Thơ","0574131917","SINH","Bảo lưu kết quả học tập"
"20A985297","Bùi Ngọc Hương","0","2001-01-12","TP. Đà Nẵng","0943741220","VATLY","Đang học"
"20A777296","Đặng Gia Bình","0","2000-11-07","TP. Cần Thơ","0537972819","CNTT","Đã tốt nghiệp"
"20A100512","Lê Thị Khánh","0","2004-12-22","TP. Cần Thơ","0318902105","KHKT","Đã thôi học"
"20A370762","Trần Hữu Phúc","0","2003-09-08","Q.3, TP.HCM","0285394788","KHKT","Bảo lưu kết quả học tập"
"20A277963","Phan Minh Nam","1","2001-09-22","TP. Vũng Tàu","0908521259","SINH","Đã thôi học"
"20A305300","Phạm Gia Hương","1","2007-03-07","TP. Cần Thơ","0799301673","KHKT","Đang học"
"20A704132","Đặng Anh An","1","2007-01-17","TP. Thủ Đức","0858077286","CNTT","Đang học"
"20A709066","Bùi Gia Phúc","0","2006-02-06","TP. Vũng Tàu","0624408114","HOA","Đang học"
"20A188514","Hoàng Ngọc Phúc","1","2002-05-26","TP. Vũng Tàu","0960787462","HOA","Đã tốt nghiệp"
"20A519371","Nguyễn Minh Quân","0","2003-06-17","TP. Cần Thơ","0226383521","SINH","Đang học"
"20A381379","Bùi Thị Vy","1","2000-04-16","Q.5, TP.HCM","0450477975","KHKT","Đã thôi học"
"20A572699","Bùi Ngọc Tú","0","2002-05-29","TP. Hà Nội","0936512418","VATLY","Đang học"
"20A884613","Hoàng Hữu An","1","2002-12-02","TP. Biên Hòa","0239291518","KHKT","Bảo lưu kết quả học tập"
"20A238729","Bùi Hữu An","0","2007-01-15","Q.3, TP.HCM","0216869438","VATLY","Đang học"
"20A536145","Nguyễn Anh Bình","1","2000-08-25","Q.5, TP.HCM","0567121771","SINH","Đang học"
"20A757654","Hoàng Hữu Châu","0","2005-08-30","Q.10, TP.HCM","0285150756","CNTT","Đã thôi học"
"20A220697","Nguyễn Văn Hương","0","2006-03-20","Q.10, TP.HCM","0896914334","VATLY","Đang học"
"20A406722","Đặng Thị An","0","2004-06-29","TP. Cần Thơ","0726726365","HOA","Đã tốt nghiệp"
"20A382885","Hoàng Ngọc Bình","1","2004-02-04","Q.1, TP.HCM","0983231642","CNTT","Đang học"
"20A307739","Bùi Hữu Linh","1","2001-10-18","Q.1, TP.HCM","0886528031","TOAN","Bảo lưu kết quả học tập"
"20A628824","Phạm Văn Nam","0","2006-10-08","Q.1, TP.HCM","0689735553","HOA","Đã tốt nghiệp"
"20A795521","Vũ Anh Quân","1","2005-02-14","TP. Thủ Đức","0598963949","KHKT","Đã tốt nghiệp"
"20A244150","Bùi Hữu Dũng","1","2000-06-08","Q.5, TP.HCM","0405039551","HOA","Bảo lưu kết quả học tập"
"20A409184","Phạm Thị Dũng","1","2003-08-28","TP. Đà Nẵng","0130765269","HOA","Bảo lưu kết quả học tập"
"20A282269","Đặng Thị An","0","2003-02-28","TP. Hà Nội","0643121275","TOAN","Đang học"
"20A945844","Đặng Gia An","0","2001-05-23","TP. Thủ Đức","0251082551","VATLY","Đang học"
"20A138982","Lê Hữu Hà","0","2005-03-11","Q.1, TP.HCM","0285990086","VATLY","Đã tốt nghiệp"
"20A410622","Bùi Anh Châu","1","2004-08-30","Q.3, TP.HCM","0476807914","HOA","Đang học"
"20A355191","Phan Ngọc Trang","1","2006-02-05","Q.1, TP.HCM","0739275888","VATLY","Đã tốt nghiệp"
"20A350898","Hoàng Anh Khánh","0","2007-02-17","TP. Thủ Đức","0321268981","SINH","Đang học"
"20A705293","Phạm Gia Nam","0","2005-03-04","TP. Thủ Đức","0280682697","SINH","Bảo lưu kết quả học tập"
"20A966819","Hoàng Gia Vy","0","2000-12-07","Q.3, TP.HCM","0227887865","SINH","Đã tốt nghiệp"
"20A956628","Lê Thị Linh","1","2006-02-02","Q.3, TP.HCM","0281459446","TOAN","Đã tốt nghiệp"
"20A888903","Trần Ngọc Khánh","0","2005-08-27","TP. Vũng Tàu","0724368402","TOAN","Đã thôi học"
"20A411924","Vũ Văn An","1","2003-03-29","TP. Biên Hòa","0823823344","KHKT","Đang học"
"20A602642","Hoàng Gia Bình","0","2004-01-02","Q.10, TP.HCM","0133767072","KHKT","Đã tốt nghiệp"
"20A323538","Bùi Minh An","0","2004-07-24","Q.5, TP.HCM","0343480704","HOA","Đang học"
"20A109035","Trần Ngọc Khánh","0","2003-01-23","TP. Vũng Tàu","0925278816","SINH","Đang học"
"20A450426","Lê Anh Bình","0","2006-05-19","TP. Biên Hòa","0813528585","SINH","Đang học"
"20A154172","Hoàng Gia Dũng","0","2003-02-10","Q.10, TP.HCM","0394786720","VATLY","Đang học"
"20A486030","Phan Anh Dũng","1","2001-07-01","Q.10, TP.HCM","0889415936","CNTT","Đang học"
"20A608804","Lê Thị Hà","1","2005-04-12","TP. Đà Nẵng","0443169358","HOA","Đã thôi học"
"20A843448","Bùi Minh Vy","0","2004-09-12","TP. Hà Nội","0570526970","VATLY","Đã thôi học"
"20A452190","Bùi Minh An","0","2004-06-15","Q.1, TP.HCM","0180890371","TOAN","Đã thôi học"
"20A441062","Lê Thị Vy","1","2005-12-05","TP. Đà Nẵng","0924472014","KHKT","Đã tốt nghiệp"
"20A704518","Đặng Văn Khánh","1","2003-04-10","Q.10, TP.HCM","0857075528","SINH","Đã thôi học"
"20A632733","Phạm Ngọc Quân","1","2006-01-21","TP. Hà Nội","0917060481","KHKT","Đã tốt nghiệp"
"20A708163","Hoàng Minh An","1","2001-10-05","Q.5, TP.HCM","0941496152","KHKT","Đã thôi học"
"20A214729","Nguyễn Ngọc An","0","2005-10-10","TP. Hà Nội","0262781510","KHKT","Đang học"
"20A984799","Phạm Thị Tú","0","2001-12-26","Q.1, TP.HCM","0763931867","KHKT","Bảo lưu kết quả học tập"
"20A256913","Vũ Gia Hà","1","2004-02-09","TP. Vũng Tàu","0696929044","HOA","Đã thôi học"
"20A351751","Phan Anh Phúc","1","2001-04-23","TP. Biên Hòa","0142749859","HOA","Đang học"
"20A348793","Lê Gia Phúc","1","2002-11-07","TP. Biên Hòa","0528032585","HOA","Đang học"
"20A180777","Đặng Thị Nam","1","2002-06-19","TP. Hà Nội","0663461435","SINH","Đang học"
"20A960728","Đặng Ngọc Linh","0","2002-08-14","TP. Cần Thơ","0815671726","TOAN","Đã thôi học"
"20A622368","Phan Anh Linh","0","2004-06-24","Q.1, TP.HCM","0193416773","TOAN","Đã thôi học"
"20A923161","Đặng Văn Linh","0","2003-01-03","TP. Biên Hòa","0861538958","CNTT","Đã thôi học"
"20A505813","Bùi Thị Tú","1","2001-08-28","TP. Đà Nẵng","0171069375","HOA","Đang học"
"20A699386","Đặng Minh Quân","0","2001-02-19","TP. Hà Nội","0251153870","VATLY","Đã tốt nghiệp"
"20A851469","Nguyễn Văn An","0","2005-08-09","TP. Biên Hòa","0565796789","VATLY","Đang học"
"20A931028","Phan Hữu Vy","1","2004-09-04","TP. Biên Hòa","0589346961","SINH","Đã tốt nghiệp"
"20A910533","Trần Anh Hương","1","2004-12-16","TP. Đà Nẵng","0360476051","SINH","Đã thôi học"
"20A895536","Nguyễn Thị Tú","1","2004-12-04","TP. Cần Thơ","0606012587","CNTT","Đang học"
"20A915450","Bùi Văn Nam","1","2005-03-04","Q.10, TP.HCM","0271055611","SINH","Bảo lưu kết quả học tập"
"20A956291","Trần Anh Nam","0","2006-11-17","Q.1, TP.HCM","0342305897","KHKT","Bảo lưu kết quả học tập"
"20A818354","Nguyễn Hữu Phúc","1","2003-03-05","TP. Biên Hòa","0223491806","HOA","Đã tốt nghiệp"
"20A974242","Vũ Minh Vy","0","2004-09-30","TP. Đà Nẵng","0470088020","TOAN","Đã thôi học"
"20A893631","Bùi Gia Bình","0","2002-10-15","TP. Vũng Tàu","0861228010","VATLY","Đã thôi học"
"20A804995","Bùi Gia Khánh","1","2003-12-12","Q.5, TP.HCM","0138479266","CNTT","Đã tốt nghiệp"
"20A107383","Phan Gia Quân","0","2003-08-26","Q.10, TP.HCM","0943016213","VATLY","Đang học"
"20A468684","Đặng Thị Hương","1","2000-05-14","Q.1, TP.HCM","0489375818","CNTT","Đã thôi học"
"20A674291","Hoàng Anh Linh","1","2005-09-29","Q.5, TP.HCM","0114463849","CNTT","Bảo lưu kết quả học tập"
"20A899991","Vũ Anh Trang","1","2004-06-13","TP. Đà Nẵng","0154828618","CNTT","Đã thôi học"
"20A394874","Bùi Hữu Phúc","0","2001-12-26","TP. Biên Hòa","0692099933","VATLY","Đã tốt nghiệp"
"20A916922","Vũ Anh Châu","1","2005-12-03","TP. Hà Nội","0864410934","HOA","Đã tốt nghiệp"
"20A911895","Đặng Minh Trang","0","2002-08-13","TP. Đà Nẵng","0241604983","KHKT","Đã tốt nghiệp"
"20A944002","Đặng Anh Bình","0","2002-10-27","Q.1, TP.HCM","0982342168","HOA","Đang học"
"20A623055","Lê Minh Khánh","0","2001-11-08","TP. Cần Thơ","0600828978","SINH","Đã thôi học"
"20A220531","Bùi Văn Bình","0","2005-05-21","TP. Đà Nẵng","0632122103","CNTT","Bảo lưu kết quả học tập"
"20A888841","Lê Thị Khánh","1","2005-10-31","TP. Thủ Đức","0927392966","VATLY","Đã tốt nghiệp"
"20A460893","Phan Hữu Vy","0","2004-04-23","Q.3, TP.HCM","0757435609","KHKT","Đang học"
"20A183508","Trần Văn Quân","1","2001-07-12","TP. Hà Nội","0577516414","VATLY","Đã thôi học"
"20A996406","Hoàng Ngọc An","1","2000-12-17","Q.5, TP.HCM","0153861481","CNTT","Đã tốt nghiệp"
"20A521281","Lê Hữu Hà","1","2004-07-13","TP. Hà Nội","0763876120","CNTT","Đang học"
"20A735882","Trần Anh Châu","1","2003-08-02","TP. Đà Nẵng","0737223920","CNTT","Đang học"
"20A970610","Bùi Gia An","0","2005-08-27","TP. Vũng Tàu","0818832959","HOA","Bảo lưu kết quả học tập"
"20A109901","Vũ Thị Nam","0","2004-02-20","TP. Cần Thơ","0538598076","KHKT","Bảo lưu kết quả học tập"
"20A705628","Vũ Ngọc Linh","1","2005-12-28","TP. Biên Hòa","0644441858","VATLY","Bảo lưu kết quả học tập"
"20A446347","Trần Thị Bình","1","2000-07-31","Q.5, TP.HCM","0455046447","CNTT","Đang học"
"20A877312","Đặng Hữu Phúc","0","2003-08-11","TP. Hà Nội","0578993599","HOA","Đang học"
"20A123703","Phan Minh Bình","0","2004-02-26","Q.3, TP.HCM","0278545060","TOAN","Đang học"
"20A433536","Vũ Thị Khánh","1","2006-07-01","TP. Vũng Tàu","0806242223","KHKT","Đang học"
"20A305533","Phan Hữu Phúc","1","2000-10-14","TP. Biên Hòa","0917464816","TOAN","Đã thôi học"
"20A610562","Bùi Minh Vy","0","2006-04-10","Q.10, TP.HCM","0128526936","HOA","Đang học"
"20A538999","Trần Ngọc Tú","1","2001-10-01","Q.10, TP.HCM","0743102952","CNTT","Đã tốt nghiệp"
"20A332444","Nguyễn Anh Tú","0","2000-11-08","TP. Cần Thơ","0819954709","TOAN","Bảo lưu kết quả học tập"
"20A680028","Vũ Hữu Linh","1","2003-05-25","Q.10, TP.HCM","0861172982","TOAN","Đã tốt nghiệp"
"20A715758","Phan Hữu Vy","0","2000-05-04","TP. Vũng Tàu","0329076667","TOAN","Bảo lưu kết quả học tập"
"20A419458","Vũ Gia Hương","1","2003-02-04","TP. Biên Hòa","0222481495","VATLY","Bảo lưu kết quả học tập"
"20A627377","Vũ Gia Linh","0","2005-05-16","TP. Biên Hòa","0203996056","CNTT","Đang học"
"20A573193","Bùi Minh Nam","1","2002-10-28","Q.10, TP.HCM","0512392472","SINH","Đã thôi học"
"20A431693","Vũ Ngọc Khánh","1","2004-01-02","TP. Thủ Đức","0827164474","TOAN","Bảo lưu kết quả học tập"
"20A254594","Hoàng Ngọc Nam","0","2007-03-24","Q.1, TP.HCM","0998759570","KHKT","Đã thôi học"
"20A247689","Nguyễn Anh Hà","0","2005-01-28","Q.1, TP.HCM","0992331384","VATLY","Đã tốt nghiệp"
"20A600745","Phan Anh Tú","0","2002-02-18","TP. Đà Nẵng","0227728435","HOA","Đang học"
"20A820809","Phạm Anh Trang","1","2002-12-01","TP. Thủ Đức","0196360680","HOA","Đã thôi học"
"20A545129","Trần Gia Khánh","1","2001-02-27","Q.5, TP.HCM","0548211344","SINH","Đang học"
"20A834735","Nguyễn Anh Hương","0","2007-03-06","Q.1, TP.HCM","0570780523","HOA","Đã tốt nghiệp"
"20A507528","Trần Ngọc Nam","0","2004-02-03","TP. Đà Nẵng","0228380583","VATLY","Đã thôi học"
"20A388831","Phan Anh Nam","1","2002-07-26","Q.5, TP.HCM","0617115215","SINH","Đã thôi học"
"20A572343","Vũ Gia Tú","0","2001-02-09","TP. Biên Hòa","0618729735","SINH","Bảo lưu kết quả học tập"
"20A942506","Phan Hữu Nam","0","2003-01-08","Q.1, TP.HCM","0512093622","CNTT","Bảo lưu kết quả học tập"
"20A108556","Lê Hữu Quân","0","2006-02-03","Q.5, TP.HCM","0919002172","VATLY","Đã thôi học"
"20A577743","Trần Gia Dũng","0","2001-07-19","TP. Vũng Tàu","0190006086","SINH","Đã tốt nghiệp"
"20A335637","Nguyễn Minh Nam","0","2004-01-08","Q.3, TP.HCM","0122332505","KHKT","Đang học"
"20A527558","Phạm Minh Trang","0","2002-12-12","TP. Thủ Đức","0668955600","VATLY","Bảo lưu kết quả học tập"
"20A752278","Trần Minh An","1","2006-04-08","TP. Hà Nội","0939867756","HOA","Đã thôi học"
"20A164015","Phan Thị Tú","1","2002-09-21","TP. Cần Thơ","0536096314","SINH","Đã thôi học"
"20A120492","Phan Gia Quân","0","2003-04-29","Q.3, TP.HCM","0267349568","HOA","Đang học"
"20A729615","Hoàng Hữu Tú","0","2002-01-25","TP. Hà Nội","0418180294","VATLY","Đang học"
"20A468611","Hoàng Ngọc Bình","0","2005-08-28","TP. Hà Nội","0633062389","SINH","Đã thôi học"
"20A983038","Vũ Thị Bình","1","2004-08-23","TP. Biên Hòa","0876976157","CNTT","Đang học"
"20A823252","Hoàng Thị Trang","0","2005-12-08","Q.1, TP.HCM","0246914157","TOAN","Đã tốt nghiệp"
"20A435799","Phạm Ngọc An","1","2006-05-14","TP. Biên Hòa","0784105546","SINH","Bảo lưu kết quả học tập"
"20A132488","Trần Hữu An","1","2002-01-30","TP. Vũng Tàu","0535966238","KHKT","Đang học"
"20A272018","Lê Minh Khánh","0","2003-02-25","TP. Vũng Tàu","0381688338","KHKT","Đang học"
"20A966630","Nguyễn Ngọc Quân","1","2007-01-31","TP. Vũng Tàu","0343722651","KHKT","Đã thôi học"
"20A302623","Bùi Thị Trang","1","2000-12-10","Q.10, TP.HCM","0761400198","VATLY","Đang học"
"20A192614","Đặng Hữu Châu","0","2005-09-02","TP. Đà Nẵng","0253646108","SINH","Đã thôi học"
"20A115510","Vũ Anh Phúc","1","2002-10-06","Q.5, TP.HCM","0719843777","VATLY","Đã thôi học"
"20A720020","Bùi Văn Vy","1","2003-08-21","TP. Biên Hòa","0801472557","TOAN","Đang học"
"20A313363","Phan Thị Quân","1","2005-09-15","TP. Cần Thơ","0888145842","SINH","Đã tốt nghiệp"
"20A198239","Phạm Hữu Phúc","0","2004-01-24","TP. Vũng Tàu","0581556977","CNTT","Bảo lưu kết quả học tập"
"20A210241","Phạm Anh Khánh","1","2007-02-22","TP. Cần Thơ","0180939357","VATLY","Đã tốt nghiệp"
"20A472271","Bùi Minh Trang","0","2002-11-14","Q.10, TP.HCM","0272166076","KHKT","Bảo lưu kết quả học tập"
"20A563989","Bùi Ngọc Bình","0","2006-04-15","TP. Vũng Tàu","0596685837","HOA","Đang học"
"20A392875","Trần Gia Linh","1","2002-07-30","TP. Biên Hòa","0109430573","SINH","Bảo lưu kết quả học tập"
"20A320838","Phạm Anh Dũng","1","2001-06-14","TP. Thủ Đức","0603439645","KHKT","Đang học"
"20A551015","Phan Thị Châu","1","2002-08-02","TP. Hà Nội","0190334174","HOA","Đã thôi học"
"20A750570","Phan Gia Quân","0","2002-01-13","TP. Vũng Tàu","0165110503","TOAN","Đã tốt nghiệp"
"20A993788","Hoàng Minh Linh","1","2001-05-23","Q.3, TP.HCM","0565111578","KHKT","Đã tốt nghiệp"
"20A190880","Trần Gia Trang","1","2007-02-13","TP. Thủ Đức","0940497332","HOA","Đang học"
"20A813621","Đặng Ngọc Phúc","0","2001-07-05","TP. Hà Nội","0660386708","TOAN","Đã tốt nghiệp"
"20A433680","Hoàng Hữu Tú","0","2002-03-10","TP. Vũng Tàu","0346875193","CNTT","Đang học"
"20A464776","Bùi Hữu Trang","0","2007-01-24","TP. Biên Hòa","0491282760","KHKT","Bảo lưu kết quả học tập"
"20A221030","Trần Văn Vy","1","2005-02-24","TP. Cần Thơ","0337991563","VATLY","Đang học"
"20A432168","Bùi Thị Hà","0","2000-09-01","TP. Biên Hòa","0208868360","TOAN","Đã tốt nghiệp"
"20A422729","Phan Thị Hà","0","2005-11-27","TP. Cần Thơ","0674403440","HOA","Bảo lưu kết quả học tập"
